SMILES0,seg0_feat0,DP,density,Rg,self-diffusion,Cp,dielectric_const_dc,refractive_index
*C(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,22,22,1.153460539,27.54809023,6.42e-13,2764.907248,2.914325157,1.616020351
*C(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O*,25,25,1.302044056,24.36878528,3.79e-13,2431.403611,3.106858508,1.638271394
*C(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)Sc2ccc(cc2)O*,27,27,1.256682794,27.27679334,3.14e-13,2456.919885,3.140605753,1.679311191
*C(=O)c1ccc(cc1)C(=O)OCCSCCO*,34,34,1.257357115,21.88636744,4.21e-13,2630.332468,3.030624403,1.575279382
*C(=O)c1ccc(cc1)C(=O)OC(CS1)SCC1O*,35,35,1.295398334,20.16999067,6.99e-13,2769.027955,2.832999149,1.591272435
*C(=O)CCCCCCCCC(=O)Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O*,17,17,1.134821509,22.44348568,5.87e-13,3303.291907,2.889910871,1.529157759
*C(=O)CCCCCCCC(=O)Oc1cccc(c1)O*,27,27,1.118449403,21.19859807,1.05e-12,3680.149409,3.255392344,1.516304306
*C(=O)CCCCCCCC(=O)Oc1cc2c(cc1)ccc(c2)O*,23,23,1.14121606,21.52579767,7.04e-13,3083.715779,3.138515906,1.585667932
*C(=O)CCCCCCCC(=O)OCC(COC(CCCC1)C1OC)O*,17,17,1.054687717,15.86482644,7.73e-13,3481.798345,2.53804746,1.447958544
*C(=O)CCCCCCCC(=O)Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O*,20,20,1.208493349,23.43597794,4.31e-13,2786.886436,3.269965923,1.556016527
*C(=O)CCCCCCCC(=O)Oc1ccc(cc1)C(C)(c2ccccc2)c3ccc(cc3)O*,16,16,1.092293887,21.1590387,5.33e-13,3105.819157,3.051426774,1.553961704
*C(=O)CC(=O)OC(CS1)SCC1O*,47,47,1.376272588,22.00900842,2.84e-13,2402.114808,2.822030358,1.524908487
*C(=O)CCCCCCC(=O)Oc1cccc(c1)O*,29,29,1.146410516,23.32330019,6.03e-13,3185.478101,3.316187367,1.522875338
*C(=O)C(C)(C)C(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,23,23,1.084492733,18.37352363,4.4e-13,3009.807579,2.593391442,1.53136993
*C(=O)C(C)(C)C(=O)Oc(cccc1)c1c2c(cccc2)O*,28,28,1.125766714,16.94448522,7.61e-13,2963.041179,2.591426938,1.521239502
*C(=O)c1ccc(cc1)C(=O)Oc(cccc1)c1c2c(cccc2)O*,28,28,1.198506442,19.19541006,1.49e-13,2696.639086,2.879682123,1.608257403
*C(=O)c1ccc(cc1)C(=O)OCCCO*,40,40,1.221347081,22.86211072,6.13e-13,3036.362242,2.843871146,1.55903692
*C(=O)c1ccc(cc1)C(=O)OCCCCCO*,32,32,1.159591689,22.23526243,5.48e-13,2964.402583,2.728900748,1.542288107
*C(=O)OC/C=C/CO*,71,71,1.221005169,23.47954773,5.57e-13,2859.109527,2.590487413,1.494777065
*C(=O)OCCCO*,76,76,1.242044983,19.21058412,4.66e-13,2875.367862,2.405351755,1.454247611
*C(=O)OCCCCCO*,52,52,1.122924616,19.32339616,1.01e-12,3230.682313,2.380192714,1.45441121
*C(=O)OCC(CC(C1)C2C3)C1C2CC3CO*,29,29,1.094224643,19.54527752,7.43e-13,3806.050851,2.328628317,1.472176079
*C(=O)OCCOCCO*,58,58,1.279076383,21.54137186,6.31e-13,3032.111203,2.920161948,1.462134955
*C(=O)Oc1ccc(cc1)Cc2ccc(cc2)O*,37,37,1.211459149,23.9932344,3.97e-13,2662.694258,2.928837204,1.609666958
*C(=O)Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O*,37,37,1.338783108,24.69577335,8.61e-14,2241.610327,3.029920727,1.592566038
*C(=O)Oc1ccc(cc1)C2(c3ccccc3c4c2cccc4)c5ccc(cc5)O*,22,22,1.125646112,21.17347417,2.22e-13,2674.879683,2.916443848,1.608081627
*C(=O)OCC(CC)(CCCC)CO*,32,32,0.983654179,18.06631596,5.21e-13,3684.671489,2.202489572,1.433105715
*C(=O)OC(C=C)C(C=C)O*,55,55,1.129021759,18.51939355,3.63e-13,2923.290129,2.445650859,1.490796932
*C(=O)Oc1ccc(cc1)C2(CCCCC2)c3ccc(cc3)O*,25,25,1.110945217,20.30715243,6.65e-14,2930.470409,2.674178885,1.554080538
*C(=O)Oc1ccc(cc1)Sc2ccc(cc2)O*,40,40,1.282346238,22.80035195,3.97e-13,2381.814271,3.145390812,1.65022483
*C(=O)OCC(COC(CCCC1)C1OC)O*,29,29,1.130840535,17.31580171,4.27e-13,3171.852982,2.411328288,1.452262156
*C(=O)COC(=O)OCCO*,62,62,1.350242242,22.02265977,5.29e-13,2651.754789,2.789868486,1.451346766
*C(=O)COC(=O)OCCCCCCO*,35,35,1.156897132,21.13986906,6.33e-13,3112.674865,2.559892101,1.452473533
*C(=O)COC(=O)OCCC(C)CCO*,35,35,1.163005302,23.73932234,4.75e-13,3102.8461,2.696566344,1.445573201
*C(=O)CSCC(=O)OCCC(C)CCO*,32,32,1.162696006,23.68303524,1.01e-12,3154.158275,3.922881672,1.474095089
*C(=O)CSCC(=O)OCCO*,52,52,1.340478121,23.64646392,6.97e-13,2663.735272,3.709476489,1.499980804
*C(=O)CSCC(=O)OCCCCO*,40,40,1.235245197,20.42674474,1.34e-12,2786.645321,3.662225578,1.485294538
*C(=O)CCCCC(=O)OCC(CC)(CC)CO*,25,25,1.027941329,17.52029072,5.39e-13,3482.63134,2.466822205,1.441726653
*C(=O)CCCCC(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O*,17,17,1.01326907,21.13402541,2.62e-13,3600.633647,2.532283643,1.462178181
*C(=O)CCCCC(=O)OC(C)C(C)O*,33,33,1.077075647,19.06804443,1.11e-12,3310.649121,2.655744025,1.437567014
*C(=O)CCC(=O)Oc1cccc(c1)O*,45,45,1.264759014,20.10686542,2.29e-13,2653.41205,3.493477543,1.551345732
*C(=O)CCCCC(=O)OC(CC1)CCC1O*,29,29,1.088701996,20.216751,3.91e-13,3399.785785,2.780088719,1.450282337
*C(=O)CCCCC(=O)Oc1cccc(c1)O*,35,35,1.199134673,22.07036266,7.82e-13,3185.419362,3.369634224,1.531139263
*C(=O)CCC(=O)OC(C)C(C)O*,41,41,1.114851939,20.38308857,1.05e-12,3154.039249,2.618543223,1.433757825
*C(=O)CCC(=O)OCC(C)CO*,41,41,1.145670961,18.85849556,9.96e-13,3268.011639,3.348856449,1.448752484
*C(=O)CCC(=O)OCC(CC)(CCCC)CO*,25,25,1.018073219,17.91704567,3.3e-13,3574.289,2.531994986,1.438966074
*C(=O)CCC(=O)OCC(C)(C)C(C(C)C)O*,28,28,1.036136264,18.02054847,4.6e-13,3408.362971,2.588360806,1.443907665
*C(=O)CCC(=O)OCC(C)(C)CO*,37,37,1.106094175,18.8591804,1.13e-12,3412.496643,3.085880635,1.44053977
*C(=O)CCC(=O)OCC(CC(C1)C2C3)C1C2CC3CO*,24,24,1.108165958,21.9009526,7.6e-13,3476.184252,2.723853162,1.469281268
*C(=O)CCC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,24,24,1.146987329,22.09089508,3.54e-13,2880.195247,3.0585474,1.566741005
*C(=O)CN(C)CC(=O)OCC(CC1)CCC1CO*,25,25,1.120575085,21.15069277,6.27e-13,3304.673766,2.765658633,1.477793045
*C(=O)CSCC(=O)OC(C)C(C)O*,40,40,1.208000097,19.10291946,7.32e-13,2803.352464,3.18827064,1.47911768
*C(=O)CSCC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,24,24,1.194389362,22.63645969,4.03e-13,2800.058579,3.255781507,1.576532743
*C(=O)CN(C)CC(=O)Oc1cccc(c1)O*,37,37,1.261984536,19.46574434,7.3e-13,3671.406746,3.339588335,1.554674267
*C(=O)CSCC(=O)Oc1cccc(c1)O*,43,43,1.337757036,22.32390845,8.5e-13,2752.757714,4.436505522,1.575985566
*C(=O)COC(=O)OCC(CC)(CC)CO*,32,32,1.103870663,19.33057256,8.35e-13,3968.118183,2.53403022,1.433105486
*C(=O)COC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,25,25,1.17959423,23.05747302,2.56e-13,2739.841444,2.849800425,1.55391558
*C(=O)COC(=O)OCC(CC)(CCCC)CO*,27,27,1.061168267,18.90027608,3.69e-13,3292.703965,2.414034682,1.437460492
*C(=O)COC(=O)OCC(C)(C)CO*,40,40,1.170472797,21.20383977,6.67e-13,2929.320029,2.56384069,1.445108902
*C(=O)COC(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O*,19,19,1.034386619,21.99951026,1.56e-13,3371.349692,2.320370609,1.441996107
*C(=O)COC(=O)OCC(CC(C1)C2C3)C1C2CC3CO*,25,25,1.158255407,21.2040875,4.16e-13,3123.277246,2.606807949,1.475951749
*C(=O)COC(=O)OC(C1CO1)C(C2CO2)O*,38,38,1.328513646,19.1123648,3.16e-13,2557.883972,3.889361623,1.454331632
*C(=O)c1ccc(cc1)C(=O)OCCO*,45,45,1.259708313,22.38368388,3.14e-13,2705.436223,2.937583213,1.573045317
*C(=O)c1ccc(cc1)C(=O)OCCCCO*,35,35,1.195735906,22.05786354,3.33e-13,2862.798823,2.81763432,1.553564967
*C(=O)c1ccc(cc1)C(=O)OC/C=C/CO*,38,38,1.217345929,23.73936764,1.8e-13,2758.63598,3.145849618,1.590020195
*C(=O)c1ccc(cc1)C(=O)OCC(C)CO*,35,35,1.182128216,21.52742045,4.11e-13,2920.556746,2.744564922,1.551637191
*C(=O)c1ccc(cc1)C(=O)OCC(CC)(CCCC)CO*,23,23,1.044995786,18.68669615,8.3e-13,3552.636178,2.590725386,1.497620409
*C(=O)c1ccc(cc1)C(=O)OCC(CC1)CCC1CO*,26,26,1.132924493,23.08964257,4.76e-13,3184.195989,2.634357243,1.533673573
*C(=O)c1ccc(cc1)C(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O*,17,17,1.036123336,19.97941434,6.94e-14,3245.704876,2.471559514,1.506107614
*C(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,22,22,1.148734695,24.57964553,3.55e-13,2953.173138,2.92296245,1.611243359
*C(=O)C(CC1)CCC1C(=O)OCC(C)(C)CO*,27,27,1.063401002,22.97253798,4.51e-13,3414.008053,2.518475832,1.456945742
*C(=O)C(CC1)CCC1C(=O)OCCCCO*,29,29,1.095473118,22.20858293,9.68e-13,3421.969065,2.76339217,1.460200473
*C(=O)C(CC1)CCC1C(=O)OCCCCCCCCCCO*,19,19,1.011399709,22.91697107,1.1e-12,3762.559259,2.655469562,1.465764641
*C(=O)C(CC1)CCC1C(=O)OCC(CC)(CCCC)CO*,20,20,0.997189538,19.63247759,1.03e-12,3799.730766,2.448089992,1.440843721
*C(=O)C(CC1)CCC1C(=O)OC(CC1)CCC1O*,26,26,1.076923203,20.87379524,3.43e-13,3443.419847,2.421679903,1.450857581
*C(=O)C(CC1)CCC1C(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O*,16,16,0.988478334,20.51690874,2.53e-13,3553.228858,2.406820676,1.450056457
*C(=O)C(CC1)CCC1C(=O)OCC(CC(C1)C2C3)C1C2CC3CO*,19,19,1.078028017,20.56558798,4.39e-13,3441.438995,2.713571964,1.473868847
*C(=O)CCC(=O)OC(C)CCC(C)O*,33,33,1.079462573,20.62073535,6.91e-13,3313.986237,2.749965981,1.447406178
*C(=O)CCC(=O)OCCC(C)CCO*,33,33,1.098912934,21.1235965,9.17e-13,3362.395127,2.752172664,1.453340939
*C(=O)CCCC(=O)OCCCO*,41,41,1.155501298,20.20604321,1.62e-12,3379.133647,3.493510168,1.455704758
*C(=O)CCCC(=O)OCCCCO*,37,37,1.124113578,22.33217801,1.78e-12,3641.090129,3.58327234,1.447176753
*C(=O)CCCC(=O)OCCCCCCCCCO*,24,24,1.023686131,21.68616827,1.55e-12,3716.544038,2.86345476,1.448775564
*C(=O)CCCCC(=O)OCCCCO*,33,33,1.099128617,21.88644465,1.96e-12,3515.095341,3.257472028,1.458130591
*C(=O)CCCCC(=O)OCCC(C)CCO*,28,28,1.059491552,20.76472455,1.7e-12,3726.686133,3.339029619,1.451774362
*C(=O)c(ccc1)cc1C(=O)OCCO*,45,45,1.26275012,19.01203808,1.55e-13,2563.519618,2.938411409,1.566224771
*C(=O)c(ccc1)cc1C(=O)OCC(C)O*,40,40,1.204929872,22.20731233,1.42e-13,2684.963688,2.760406434,1.551455671
*C(=O)c(ccc1)cc1C(=O)OCCCO*,40,40,1.225608196,19.96464422,1.97e-13,2746.330196,2.915435171,1.558359852
*C(=O)c(ccc1)cc1C(=O)OCCCCCCCO*,27,27,1.113905939,23.19217795,9.32e-13,3388.801818,2.611494691,1.52487465
*C(=O)c(ccc1)cc1C(=O)OCCCCCCCCCO*,23,23,1.081496422,19.82096849,8.01e-13,3352.12404,2.64130388,1.518689246
*C(=O)c1ccc(cc1)C(=O)OCC(C)O*,40,40,1.198591428,23.30818076,3.62e-13,2722.158939,2.805649821,1.554457026
*C(=O)C(CC1)CCC1C(=O)OCC(C)(C)C(C(C)C)O*,22,22,1.008604146,19.42682886,3.66e-13,3513.395764,2.425630677,1.440523016
*C(=O)c(ccc1)cc1C(=O)OCC(C)O*,40,40,1.200722386,18.6367457,2.68e-13,2813.210777,2.838249618,1.547690674
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCC(C)(C)C(C(C)C)O*,22,22,1.075114369,22.54280314,6.23e-13,3103.847817,2.634307059,1.555609323
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCO*,29,29,1.190765563,21.96796076,6.79e-13,3165.000179,3.019220886,1.629367536
*C(=O)C(CC1)CCC1C(=O)OCCCCCO*,27,27,1.078588415,21.06333225,4.41e-13,3353.944852,2.579811869,1.458313744
*C(=O)CN(C)CC(=O)OCCCCCO*,31,31,1.135229942,20.00664272,8.38e-13,3347.38227,2.764503791,1.464604372
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCO*,27,27,1.174993827,23.67607904,3.42e-13,2935.497357,2.979096313,1.61612887
*C(=O)C(CC1)CCC1C(=O)OCCCCCCO*,25,25,1.064903309,20.93959786,7.94e-13,3434.867157,2.614941468,1.470569149
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCO*,25,25,1.146435518,24.83718468,3.87e-13,3015.142716,2.820418479,1.601272034
*C(=O)c(ccc1)cc1C(=O)OC(C)C(C)O*,35,35,1.147991386,19.70655785,8.29e-13,3001.35643,2.63709513,1.520547958
*C(=O)C(CC1)CCC1C(=O)OCCCCCCCO*,23,23,1.043900135,20.97376691,5.86e-13,3575.37608,2.620537861,1.464788489
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCCO*,23,23,1.125434751,22.13400967,9.41e-13,3404.299375,2.845997028,1.593784859
*C(=O)CN(C)CC(=O)OCCCCCCCCO*,24,24,1.067740925,19.76057273,1.7e-12,4014.582756,3.043241871,1.466740199
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCCCO*,22,22,1.117357192,21.75781565,5.3e-13,3068.063251,2.760528829,1.592529782
*C(=O)CCCC(=O)OCC(CC1)CCC1CO*,27,27,1.094634365,20.56728526,7.25e-13,3398.647675,3.088377904,1.469992909
*C(=O)CSCC(=O)OCCCCCCCCCO*,25,25,1.092616371,20.92773058,1.66e-12,3456.754568,3.304595596,1.474726717
*C(=O)C(CC1)CCC1C(=O)OCCCCCCCCCO*,20,20,1.030454619,22.12625853,6.86e-13,3786.976985,2.490044562,1.464016162
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCCCCO*,20,20,1.102574617,26.6111337,7.76e-13,3150.093422,2.794199342,1.592149443
*C(=O)CCCCCC(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O*,16,16,0.998005158,19.19916613,4.39e-13,3703.40245,2.462022148,1.457072352
*C(=O)C(CC1)CCC1C(=O)OCCOCCO*,28,28,1.149959602,23.11199151,4.71e-13,3063.178136,2.64564428,1.470223643
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCOCCO*,28,28,1.239597264,25.27004325,6.36e-13,3356.771187,3.06697636,1.626022649
*C(=O)c(ccc1)cc1C(=O)OCCOCCO*,34,34,1.247874401,19.88592187,4.51e-13,2800.600302,3.03984401,1.549064337
*C(=O)CCCCCCCC(=O)OCC(C)CO*,25,25,1.038636614,19.35704126,8.18e-13,3750.779877,2.777195692,1.454769465
*C(=O)CCCCCCCC(=O)OCCOCCOCCO*,21,21,1.092988869,20.37434783,2.31e-12,4042.49222,4.164648871,1.461364238
*C(=O)C(CC1)CCC1C(=O)OCCOCCOCCO*,24,24,1.150256241,20.71374439,1.17e-12,4027.701175,2.884624973,1.464198273
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCOCCOCCO*,24,24,1.233180674,23.49222892,1.04e-12,3469.710097,3.266875697,1.599715609
*C(=O)CSCC(=O)OCCOCCOCCO*,30,30,1.266882844,22.86409333,1.3e-12,2960.388873,4.38058396,1.486645456
