SMILES0,seg0_feat0,DP,density,Rg,self-diffusion,Cp,dielectric_const_dc,refractive_index
*C(=O)C(=O)Oc1cc2c(cc1)ccc(c2)O*,45,45,1.32791677,24.87194186,1.61e-13,2403.070106,3.327496479,1.655852917
*C(=O)CCC(=O)Oc1ccc(cc1)C(C)(c2ccccc2)c3ccc(cc3)O*,21,21,1.147148762,19.6866111,2.62e-13,2856.004211,3.078072048,1.586896855
*C(=O)CCCCCCCCC(=O)Oc1cccc(c1)O*,25,25,1.102811397,25.38025653,1.23e-12,3765.001377,3.442560461,1.521963759
*C(=O)CCC(=O)Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O*,24,24,1.221410681,22.08894835,4.33e-13,2542.326498,3.155681619,1.551497783
*C(=O)CCC(=O)OCC#CCO*,50,50,1.21378686,20.11259396,3.96e-13,2629.933015,3.023637891,1.503761006
*C(=O)CCC(=O)OCCSSCCO*,38,38,1.287998997,21.57061996,5.98e-13,2594.471842,3.393979224,1.51640518
*C(=O)c(ccc1)cc1C(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,22,22,1.166152111,21.99383703,2.61e-13,2818.030723,2.925478721,1.615569922
*C(=O)c(ccc1)cc1C(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O*,16,16,1.100818967,22.15684043,5.84e-13,3177.669191,2.781679933,1.592253103
*C(=O)c(ccc1)cc1C(=O)Oc1ccc(cc1)C(C)(c2ccccc2)c3ccc(cc3)O*,19,19,1.146651746,21.1566706,8.83e-13,2907.659705,2.930686973,1.61805881
*C(=O)c(ccc1)cc1C(=O)Oc1ccc(cc1)C2(CCCCC2)c3ccc(cc3)O*,19,19,1.126607033,20.29466844,1.81e-13,2869.276856,2.844640284,1.586998343
*C(=O)c(ccc1)cc1C(=O)Oc1c(C)cc(cc1(C))C(C)(C)c2cc(C)c(c(C)c2)O*,17,17,1.023659693,22.43151325,3.38e-13,2870.321763,2.588829151,1.532712827
*C(=O)CCCCCCCCC(=O)Oc1cc2c(cc1)ccc(c2)O*,22,22,1.11596933,22.83552525,6.9e-13,3124.25808,3.208217944,1.569054071
*C(=O)c(ccc1)cc1C(=O)Oc1ccc(cc1)Sc2ccc(cc2)O*,27,27,1.260124175,23.87834683,3.41e-13,2401.492875,3.305113941,1.671334271
*C(=O)c(ccc1)cc1C(=O)Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O*,22,22,1.219720836,23.71725027,5.49e-13,2731.605165,2.981634386,1.589599252
*C(=O)c(ccc1)cc1C(=O)Oc1ccc(cccc2)c2c1c3c(cccc4)c4ccc3O*,21,21,1.178811571,16.39645108,2.5e-13,2722.935894,2.930766257,1.619753948
*C(=O)CCCCCCCCC(=O)OCC#CCO*,26,26,1.061088697,22.20734615,9.67e-13,3334.233503,2.755015018,1.498695215
*C(=O)c(ccc1)cc1C(=O)OC(C1CO1)C(C2CO2)O*,31,31,1.248599163,18.51593264,1.47e-13,2618.453882,3.50603505,1.524496846
*C(=O)c(ccc1)cc1C(=O)Oc1cccc(c1)O*,38,38,1.264283818,22.33183576,9.62e-13,2677.8382,3.249739583,1.628118774
*C(=O)c(ccc1)cc1C(=O)Oc1c(ccc2)c(ccc1)c2O*,31,31,1.241701473,24.49774417,7.45e-14,2476.66353,3.150541533,1.650880283
*C(=O)c(ccc1)cc1C(=O)Oc1cc2c(cc1)ccc(c2)O*,31,31,1.264407609,25.40997076,9.32e-14,2506.725019,3.296465991,1.686830382
*C(=O)CCCCC(=O)OCC(COC(CCCC1)C1OC)O*,21,21,1.096025227,17.18036736,5.25e-13,3398.157063,2.554873198,1.452464357
*C(=O)CCCCC(=O)Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O*,24,24,1.266121751,22.3872833,2.38e-13,2593.58032,3.3018916,1.577755869
*C(=O)c(ccc1)cc1C(=O)OC(C)(C)C#CC(C)(C)O*,28,28,1.055536939,21.35081315,4.08e-13,2928.888192,2.64418407,1.507267481
*C(=O)CCCCCCCCC(=O)OC(C)(C)C#CC(C)(C)O*,20,20,0.977221843,21.09369501,1.06e-12,3787.718851,2.404850218,1.450003762
*C(=O)CCCCC(=O)OCCSCCO*,32,32,1.17225702,21.32027091,1.72e-12,3396.83013,3.098507371,1.487216299
*C(=O)CCCCC(=O)OC/C=C/CO*,35,35,1.125142145,23.31694755,1.3e-12,3265.554975,3.149261026,1.471527019
*C(=O)CCCCC(=O)Oc1cccc(c1)O*,35,35,1.202827457,22.16951981,8.55e-13,3261.221351,3.525825213,1.530900417
*C(=O)CCCCC(=O)Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O*,21,21,1.200219045,20.75408931,4.58e-13,2983.025765,2.963594945,1.543732846
*C(=O)CCCCC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,21,21,1.114538069,22.07734065,1.3e-12,3257.543613,3.260032431,1.550014409
*C(=O)CCCCC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)C(C)(C)c3ccc(cc3)O*,15,15,1.073772956,21.91847196,1.11e-12,3399.309467,3.090779024,1.551638556
*C(=O)CCCCC(=O)Oc1c(C)cc(cc1(C))C(C)(C)c2cc(C)c(c(C)c2)O*,17,17,1.029276841,22.55649437,7.41e-13,3306.791599,2.60367979,1.514901141
*C(=O)CCCCC(=O)OCC#CCO*,38,38,1.146572633,23.08709038,6.54e-13,3045.68053,2.831172831,1.483165821
*C(=O)CCCCCCCCC(=O)OC(C1CO1)C(C2CO2)O*,22,22,1.102549805,20.07674026,5.59e-13,3233.967433,3.229320195,1.444468333
*C(=O)c1ccc(cc1)C(=O)OC(C)COC(C)COC(C)CO*,22,22,1.12594341,19.56057582,2.06e-13,3112.327027,2.620546044,1.498001394
*C(=O)c1ccc(cc1)C(=O)Oc1cccc(c1)O*,38,38,1.280726894,25.37378855,2.14e-13,2548.605214,3.188447003,1.639856022
*C(=O)c1ccc(cc1)C(=O)Oc1c(ccc2)c(ccc1)c2O*,31,31,1.237987466,36.32497598,5.86e-13,2640.069889,3.047051719,1.656452734
*C(=O)c1ccc(cc1)C(=O)Oc1cc2c(cc1)ccc(c2)O*,31,31,1.253880449,27.57699342,3.95e-13,2556.253072,3.320186322,1.694594723
*C(=O)c1ccc(cc1)C(=O)OCC#CCO*,41,41,1.22026209,24.03537791,1.59e-13,2615.501722,2.945314611,1.588306177
*C(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,22,22,1.153460539,27.54809023,6.42e-13,2764.907248,2.914325157,1.616020351
*C(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)Cc2ccc(cc2)O*,25,25,1.210050192,28.25220042,4.96e-13,2745.128434,3.05405314,1.6498051
*C(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O*,25,25,1.302044056,24.36878528,3.79e-13,2431.403611,3.106858508,1.638271394
*C(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)Sc2ccc(cc2)O*,27,27,1.256682794,27.27679334,3.14e-13,2456.919885,3.140605753,1.679311191
*C(=O)c1ccc(cc1)C(=O)OCC(COC(CCCC1)C1OC)O*,22,22,1.140370093,16.83673267,1.79e-13,2992.442891,2.668866512,1.513444336
*C(=O)c1ccc(cc1)C(=O)OCCSCCO*,34,34,1.257357115,21.88636744,4.21e-13,2630.332468,3.030624403,1.575279382
*C(=O)c1ccc(cc1)C(=O)OC(CS1)SCC1O*,35,35,1.295398334,20.16999067,6.99e-13,2769.027955,2.832999149,1.591272435
*C(=O)c1ccc(cc1)C(=O)OC(C1CO1)C(C2CO2)O*,31,31,1.236646466,21.26071262,6.3e-13,2656.897296,3.552667535,1.52586397
*C(=O)CC(=O)Oc1ccc(cc1)Sc2ccc(cc2)O*,33,33,1.288116792,22.03317673,9.05e-13,2591.861193,3.198940475,1.636377288
*C(=O)c1ccc(cc1)C(=O)OC/C=C/CO*,38,38,1.22023539,23.33496138,4.68e-13,2709.976089,3.069636779,1.596098698
*C(=O)CCCCCCCCC(=O)Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O*,17,17,1.134821509,22.44348568,5.87e-13,3303.291907,2.889910871,1.529157759
*C(=O)CCCCCCCC(=O)Oc1ccc(cc1)Sc2ccc(cc2)O*,21,21,1.158876912,22.09384999,7.77e-13,3338.557337,3.43678433,1.572398005
*C(=O)CCCCCCCC(=O)OC/C=C/CO*,27,27,1.064817438,22.67618233,1.16e-12,3534.000814,3.066251628,1.487559114
*C(=O)CCCCCCCC(=O)Oc1cccc(c1)O*,27,27,1.118449403,21.19859807,1.05e-12,3680.149409,3.255392344,1.516304306
*C(=O)CCCCCCCC(=O)Oc1cc2c(cc1)ccc(c2)O*,23,23,1.14121606,21.52579767,7.04e-13,3083.715779,3.138515906,1.585667932
*C(=O)CCCCCCCC(=O)OCC(COC(CCCC1)C1OC)O*,17,17,1.054687717,15.86482644,7.73e-13,3481.798345,2.53804746,1.447958544
*C(=O)CCCCCCCC(=O)Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O*,20,20,1.208493349,23.43597794,4.31e-13,2786.886436,3.269965923,1.556016527
*C(=O)CCCCCCC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,19,19,1.094138711,23.58614479,5.31e-13,3085.998133,3.23852743,1.544837714
*C(=O)CC(=O)OC(CS1)SCC1O*,47,47,1.376272588,22.00900842,2.84e-13,2402.114808,2.822030358,1.524908487
*C(=O)CCCCCCC(=O)Oc1cc2c(cc1)ccc(c2)O*,25,25,1.157235173,21.57176183,6.54e-13,3445.4782,3.515947103,1.595480833
*C(=O)C(C)(C)C(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,23,23,1.084492733,18.37352363,4.4e-13,3009.807579,2.593391442,1.53136993
*C(=O)C(C)(C)C(=O)Oc1ccc(cc1)Sc2ccc(cc2)O*,28,28,1.191857009,21.10424058,6.91e-13,2627.759623,2.839290602,1.586242304
*C(=O)C(C)(C)C(=O)OC/C=C/CO*,40,40,1.103536687,20.97192982,1.54e-12,3347.073423,2.439902003,1.455540172
*C(=O)C(C)(C)C(=O)Oc1c(ccc2)c(ccc1)c2O*,32,32,1.149457497,19.52519959,3.48e-13,2760.631234,2.696430219,1.544578228
*C(=O)OCCCO*,76,76,1.242044983,19.21058412,4.66e-13,2875.367862,2.405351755,1.454247611
*C(=O)OCCCCCO*,52,52,1.122924616,19.32339616,1.01e-12,3230.682313,2.380192714,1.45441121
*C(=O)OCC(CC(C1)C2C3)C1C2CC3CO*,29,29,1.094224643,19.54527752,7.43e-13,3806.050851,2.328628317,1.472176079
*C(=O)OCCOCCO*,58,58,1.279076383,21.54137186,6.31e-13,3032.111203,2.920161948,1.462134955
*C(=O)Oc1c(C)cc(cc1)S(=O)(=O)c2ccc(c(C)c2)O*,30,30,1.236813649,21.63248484,3.46e-13,2510.449021,2.866334911,1.554170568
*C(=O)OCCSSCCO*,55,55,1.349157686,20.12732979,6.16e-13,2331.128498,3.003099178,1.542124256
*C(=O)Oc1cc2c(cc1)ccc(c2)O*,50,50,1.288043011,22.09221604,4.99e-13,2576.248795,3.358558848,1.662054921
*C(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,30,30,1.132087858,23.69233477,7.65e-13,3014.756463,2.728504639,1.566651141
*C(=O)Oc1ccc(cc1)Cc2ccc(cc2)O*,37,37,1.211459149,23.9932344,3.97e-13,2662.694258,2.928837204,1.609666958
*C(=O)Oc1ccc(cc1)S(=O)(=O)c2ccc(cc2)O*,37,37,1.338783108,24.69577335,8.61e-14,2241.610327,3.029920727,1.592566038
*C(=O)OCC(CC)(CCCC)CO*,32,32,0.983654179,18.06631596,5.21e-13,3684.671489,2.202489572,1.433105715
*C(=O)OC(C=C)C(C=C)O*,55,55,1.129021759,18.51939355,3.63e-13,2923.290129,2.445650859,1.490796932
*C(=O)Oc1ccc(cc1)C2(CCCCC2)c3ccc(cc3)O*,25,25,1.110945217,20.30715243,6.65e-14,2930.470409,2.674178885,1.554080538
*C(=O)Oc1ccc(cccc2)c2c1c3c(cccc4)c4ccc3O*,28,28,1.161772291,15.22081718,6.74e-13,2637.662001,2.869328286,1.632180416
*C(=O)Oc1ccc(cc1)Sc2ccc(cc2)O*,40,40,1.282346238,22.80035195,3.97e-13,2381.814271,3.145390812,1.65022483
*C(=O)OCC(COC(CCCC1)C1OC)O*,29,29,1.130840535,17.31580171,4.27e-13,3171.852982,2.411328288,1.452262156
*C(=O)COC(=O)OCCO*,62,62,1.350242242,22.02265977,5.29e-13,2651.754789,2.789868486,1.451346766
*C(=O)COC(=O)OCCCCCO*,40,40,1.191549948,22.96000103,6.42e-13,2957.351639,2.689905252,1.45028928
*C(=O)COC(=O)OCCCCCCO*,35,35,1.156897132,21.13986906,6.33e-13,3112.674865,2.559892101,1.452473533
*C(=O)CSCC(=O)OCCC(C)CCO*,32,32,1.162696006,23.68303524,1.01e-12,3154.158275,3.922881672,1.474095089
*C(=O)CN(C)CC(=O)OCCC(C)CCO*,28,28,1.121806785,19.11239188,7.11e-13,3434.941257,2.958160201,1.462700135
*C(=O)CSCC(=O)OCCO*,52,52,1.340478121,23.64646392,6.97e-13,2663.735272,3.709476489,1.499980804
*C(=O)CCCCC(=O)OCC(CC)(CCCC)CO*,22,22,0.996324744,18.88012291,1.01e-12,4041.762332,2.54473679,1.43864727
*C(=O)CCCCC(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O*,17,17,1.01326907,21.13402541,2.62e-13,3600.633647,2.532283643,1.462178181
*C(=O)CCCCC(=O)OCC(CC(C1)C2C3)C1C2CC3CO*,21,21,1.090863093,20.65582538,5.18e-13,3457.280827,2.854514469,1.477662322
*C(=O)CCCCC(=O)OC(C)C(C)O*,33,33,1.077075647,19.06804443,1.11e-12,3310.649121,2.655744025,1.437567014
*C(=O)CCC(=O)Oc1cccc(c1)O*,45,45,1.264759014,20.10686542,2.29e-13,2653.41205,3.493477543,1.551345732
*C(=O)CCCCC(=O)OC(CC1)CCC1O*,29,29,1.088701996,20.216751,3.91e-13,3399.785785,2.780088719,1.450282337
*C(=O)CCCCC(=O)Oc1cccc(c1)O*,35,35,1.199134673,22.07036266,7.82e-13,3185.419362,3.369634224,1.531139263
*C(=O)CCC(=O)OC(C)C(C)O*,41,41,1.114851939,20.38308857,1.05e-12,3154.039249,2.618543223,1.433757825
*C(=O)CCCCCCC(=O)OCC(CC1)CCC1CO*,22,22,1.038693017,21.40673106,5.63e-13,3557.514558,2.877898334,1.468233416
*C(=O)CCC(=O)OCC(CC)(CCCC)CO*,25,25,1.018073219,17.91704567,3.3e-13,3574.289,2.531994986,1.438966074
*C(=O)CCC(=O)OCC(C)(C)CO*,37,37,1.106094175,18.8591804,1.13e-12,3412.496643,3.085880635,1.44053977
*C(=O)CCC(=O)OCC(CC(C1)C2C3)C1C2CC3CO*,24,24,1.108165958,21.9009526,7.6e-13,3476.184252,2.723853162,1.469281268
*C(=O)CCC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,24,24,1.146987329,22.09089508,3.54e-13,2880.195247,3.0585474,1.566741005
*C(=O)CN(C)CC(=O)OCC(CC1)CCC1CO*,25,25,1.120575085,21.15069277,6.27e-13,3304.673766,2.765658633,1.477793045
*C(=O)CSCC(=O)OC(C)C(C)O*,40,40,1.208000097,19.10291946,7.32e-13,2803.352464,3.18827064,1.47911768
*C(=O)CSCC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,24,24,1.194389362,22.63645969,4.03e-13,2800.058579,3.255781507,1.576532743
*C(=O)CN(C)CC(=O)Oc1cccc(c1)O*,37,37,1.261984536,19.46574434,7.3e-13,3671.406746,3.339588335,1.554674267
*C(=O)CSCC(=O)Oc1cccc(c1)O*,43,43,1.337757036,22.32390845,8.5e-13,2752.757714,4.436505522,1.575985566
*C(=O)COC(=O)OCC(CC)(CC)CO*,32,32,1.103870663,19.33057256,8.35e-13,3968.118183,2.53403022,1.433105486
*C(=O)COC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,25,25,1.17959423,23.05747302,2.56e-13,2739.841444,2.849800425,1.55391558
*C(=O)COC(=O)Oc1cccc(c1)O*,50,50,1.351298482,21.49530559,1.88e-13,2423.609001,3.138537758,1.548611745
*C(=O)COC(=O)OCC(CC)(CCCC)CO*,27,27,1.061168267,18.90027608,3.69e-13,3292.703965,2.414034682,1.437460492
*C(=O)COC(=O)OCC(C)(C)C(C(C)C)O*,29,29,1.085693778,18.18143389,5.42e-13,3030.738172,2.378237695,1.438045403
*C(=O)COC(=O)OCC(C)(C)CO*,40,40,1.170472797,21.20383977,6.67e-13,2929.320029,2.56384069,1.445108902
*C(=O)COC(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O*,19,19,1.034386619,21.99951026,1.56e-13,3371.349692,2.320370609,1.441996107
*C(=O)c1ccc(cc1)C(=O)OCCCCO*,35,35,1.195735906,22.05786354,3.33e-13,2862.798823,2.81763432,1.553564967
*C(=O)c1ccc(cc1)C(=O)OC/C=C/CO*,38,38,1.217345929,23.73936764,1.8e-13,2758.63598,3.145849618,1.590020195
*C(=O)c1ccc(cc1)C(=O)OCC(C)CO*,35,35,1.182128216,21.52742045,4.11e-13,2920.556746,2.744564922,1.551637191
*C(=O)c1ccc(cc1)C(=O)OCC(CC)(CCCC)CO*,23,23,1.044995786,18.68669615,8.3e-13,3552.636178,2.590725386,1.497620409
*C(=O)c1ccc(cc1)C(=O)OCC(CC1)CCC1CO*,26,26,1.132924493,23.08964257,4.76e-13,3184.195989,2.634357243,1.533673573
*C(=O)c1ccc(cc1)C(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O*,17,17,1.036123336,19.97941434,6.94e-14,3245.704876,2.471559514,1.506107614
*C(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O*,22,22,1.148734695,24.57964553,3.55e-13,2953.173138,2.92296245,1.611243359
*C(=O)C(CC1)CCC1C(=O)OCC(C)CO*,29,29,1.092237537,20.89935431,5.69e-13,3330.214377,2.58984089,1.462126129
*C(=O)C(CC1)CCC1C(=O)OCCCCO*,29,29,1.095473118,22.20858293,9.68e-13,3421.969065,2.76339217,1.460200473
*C(=O)C(CC1)CCC1C(=O)OCCCCCCCCCCO*,19,19,1.011399709,22.91697107,1.1e-12,3762.559259,2.655469562,1.465764641
*C(=O)C(CC1)CCC1C(=O)OCC(CC)(CCCC)CO*,20,20,0.997189538,19.63247759,1.03e-12,3799.730766,2.448089992,1.440843721
*C(=O)C(CC1)CCC1C(=O)OC(CC1)CCC1O*,26,26,1.076923203,20.87379524,3.43e-13,3443.419847,2.421679903,1.450857581
*C(=O)C(CC1)CCC1C(=O)OCC(CC1)CCC1CO*,23,23,1.055656194,21.66473253,4.19e-13,3385.572086,2.492005074,1.457347638
*C(=O)C(CC1)CCC1C(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O*,16,16,0.988478334,20.51690874,2.53e-13,3553.228858,2.406820676,1.450056457
*C(=O)CCC(=O)OC(C)CCC(C)O*,33,33,1.079462573,20.62073535,6.91e-13,3313.986237,2.749965981,1.447406178
*C(=O)CCCC(=O)OCCCCO*,37,37,1.124113578,22.33217801,1.78e-12,3641.090129,3.58327234,1.447176753
*C(=O)CCCC(=O)OCCC(C)CCO*,30,30,1.079383575,19.98463496,1.89e-12,3999.250686,3.245470432,1.452152172
*C(=O)CCCC(=O)OCCCCCCCCCO*,24,24,1.023686131,21.68616827,1.55e-12,3716.544038,2.86345476,1.448775564
*C(=O)CCCCC(=O)OCCC(C)CCO*,28,28,1.059491552,20.76472455,1.7e-12,3726.686133,3.339029619,1.451774362
*C(=O)CCCCC(=O)OCCCCCCCO*,25,25,1.041705554,21.20359329,1.83e-12,3720.15017,3.026590772,1.464011478
*C(=O)c(ccc1)cc1C(=O)OCC(C)O*,40,40,1.204929872,22.20731233,1.42e-13,2684.963688,2.760406434,1.551455671
*C(=O)c(ccc1)cc1C(=O)OCCCO*,40,40,1.225608196,19.96464422,1.97e-13,2746.330196,2.915435171,1.558359852
*C(=O)c(ccc1)cc1C(=O)OCCCCO*,35,35,1.189605451,20.82370248,4.71e-13,3194.633651,2.844027507,1.544458501
*C(=O)c(ccc1)cc1C(=O)OCCCCCO*,32,32,1.151471961,19.23156561,8.1e-13,3234.878663,3.100843678,1.531791639
*C(=O)c(ccc1)cc1C(=O)OCCCCCCO*,29,29,1.139494111,20.46403449,6.31e-13,3120.57273,2.753744744,1.524874786
*C(=O)c(ccc1)cc1C(=O)OCCCCCCCO*,27,27,1.113905939,23.19217795,9.32e-13,3388.801818,2.611494691,1.52487465
*C(=O)c(ccc1)cc1C(=O)OCCCCCCCCCO*,23,23,1.081496422,19.82096849,8.01e-13,3352.12404,2.64130388,1.518689246
*C(=O)C(CC1)CCC1C(=O)OCC(C)(C)C(C(C)C)O*,22,22,1.008604146,19.42682886,3.66e-13,3513.395764,2.425630677,1.440523016
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCO*,29,29,1.190765563,21.96796076,6.79e-13,3165.000179,3.019220886,1.629367536
*C(=O)C(CC1)CCC1C(=O)OCCCCCO*,27,27,1.078588415,21.06333225,4.41e-13,3353.944852,2.579811869,1.458313744
*C(=O)CN(C)CC(=O)OCCCCCO*,31,31,1.135229942,20.00664272,8.38e-13,3347.38227,2.764503791,1.464604372
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCO*,27,27,1.174993827,23.67607904,3.42e-13,2935.497357,2.979096313,1.61612887
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCO*,25,25,1.146435518,24.83718468,3.87e-13,3015.142716,2.820418479,1.601272034
*C(=O)c(ccc1)cc1C(=O)OC(C)C(C)O*,35,35,1.147991386,19.70655785,8.29e-13,3001.35643,2.63709513,1.520547958
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCCO*,23,23,1.125434751,22.13400967,9.41e-13,3404.299375,2.845997028,1.593784859
*C(=O)CN(C)CC(=O)OCCCCCCCCO*,24,24,1.067740925,19.76057273,1.7e-12,4014.582756,3.043241871,1.466740199
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCCCO*,22,22,1.117357192,21.75781565,5.3e-13,3068.063251,2.760528829,1.592529782
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCC(CC1)CCC1CO*,23,23,1.127362723,22.48479001,2.57e-13,2928.086218,2.836820374,1.592495585
*C(=O)CSCC(=O)OCCCCCCCCCO*,25,25,1.092616371,20.92773058,1.66e-12,3456.754568,3.304595596,1.474726717
*C(=O)c(ccc1)cc1C(=O)OC(CC1)CCC1O*,31,31,1.13319358,23.34914071,8.53e-13,3348.582745,2.677614827,1.514111739
*C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCCCCO*,20,20,1.102574617,26.6111337,7.76e-13,3150.093422,2.794199342,1.592149443
*C(=O)CCCCCC(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O*,16,16,0.998005158,19.19916613,4.39e-13,3703.40245,2.462022148,1.457072352
*C(=O)CCCCCC(=O)OCC(CC1)CCC1CO*,23,23,1.052259674,22.41381026,5.82e-13,3501.890795,2.862904507,1.457182276
*C(=O)C(CC1)CCC1C(=O)OCCOCCO*,28,28,1.149959602,23.11199151,4.71e-13,3063.178136,2.64564428,1.470223643
