topology,glob_feat0,Index,rigid_ratio,polar_ratio,SMILES0,SMILES1,SMILES2,SMILES3,SMILES4,SMILES5,SMILES6,SMILES7,seg0_feat0,seg1_feat0,seg2_feat0,seg3_feat0,seg4_feat0,seg5_feat0,seg6_feat0,seg7_feat0,chain_node_seg_id,chain_edges,chain_node_types,chem_profile_id,mix_mode,density,Rg,D,S_q_peak,nematic_order,dielectric_constant,refractive_index,fold
star,300,11,0.5,0.5,*Cc1ccccc1,*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,*Cc1c(C*)cc(C*)c(C*)c1,*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,,,,,4,17.0,1.0,18.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [10, 20], [10, 30], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37], [37, 38], [38, 39]]","{""0"": ""deg1_benzyl_cap"", ""1"": ""deg2_PI569"", ""2"": ""deg2_PI569"", ""3"": ""deg2_PI569"", ""4"": ""deg2_PI569"", ""5"": ""deg2_PI569"", ""6"": ""deg2_PI569"", ""7"": ""deg2_PI569"", ""8"": ""deg2_PI569"", ""9"": ""deg2_PI569"", ""10"": ""deg4_benzyl_spacer"", ""11"": ""deg2_PI472"", ""12"": ""deg2_PI472"", ""13"": ""deg2_PI472"", ""14"": ""deg2_PI472"", ""15"": ""deg2_PI472"", ""16"": ""deg2_PI472"", ""17"": ""deg2_PI472"", ""18"": ""deg2_PI472"", ""19"": ""deg1_benzyl_cap"", ""20"": ""deg2_PI472"", ""21"": ""deg2_PI472"", ""22"": ""deg2_PI472"", ""23"": ""deg2_PI472"", ""24"": ""deg2_PI472"", ""25"": ""deg2_PI472"", ""26"": ""deg2_PI472"", ""27"": ""deg2_PI472"", ""28"": ""deg2_PI472"", ""29"": ""deg1_benzyl_cap"", ""30"": ""deg2_PI472"", ""31"": ""deg2_PI569"", ""32"": ""deg2_PI569"", ""33"": ""deg2_PI569"", ""34"": ""deg2_PI569"", ""35"": ""deg2_PI569"", ""36"": ""deg2_PI569"", ""37"": ""deg2_PI569"", ""38"": ""deg2_PI569"", ""39"": ""deg1_benzyl_cap""}",0.0,block,1.135125858,18.19319893,1.98e-13,2.935843023,0.3245226532650411,1.192383369,1.499343365692704,1
branch,300,19,0.5,0.5,*Cc1ccccc1,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,*Cc1cc(C*)cc(C*)c1,*CCS(=O)(=O)C(C*)(CO*)CO*,*Cc1c(C*)cc(C*)c(C*)c1,,,,12,12.0,2.0,3.0,1.0,0.0,0.0,0.0,"[0, 1, 1, 1, 1, 2, 1, 0, 3, 1, 1, 1, 0, 2, 0, 3, 0, 0, 1, 1, 0, 3, 0, 1, 0, 4, 0, 0, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [5, 8], [6, 7], [8, 9], [8, 13], [8, 21], [9, 10], [10, 11], [11, 12], [13, 14], [13, 15], [15, 16], [15, 17], [15, 18], [18, 19], [19, 20], [21, 22], [21, 23], [21, 25], [23, 24], [25, 26], [25, 27], [25, 28], [28, 29]]","{""0"": ""deg1_benzyl_cap"", ""1"": ""deg2_PI819"", ""2"": ""deg2_PI819"", ""3"": ""deg2_PI819"", ""4"": ""deg2_PI819"", ""5"": ""deg3_benzyl_spacer"", ""6"": ""deg2_PI819"", ""7"": ""deg1_benzyl_cap"", ""8"": ""deg4_sulfone_junction"", ""9"": ""deg2_PI819"", ""10"": ""deg2_PI819"", ""11"": ""deg2_PI819"", ""12"": ""deg1_benzyl_cap"", ""13"": ""deg3_benzyl_spacer"", ""14"": ""deg1_benzyl_cap"", ""15"": ""deg4_sulfone_junction"", ""16"": ""deg1_benzyl_cap"", ""17"": ""deg1_benzyl_cap"", ""18"": ""deg2_PI819"", ""19"": ""deg2_PI819"", ""20"": ""deg1_benzyl_cap"", ""21"": ""deg4_sulfone_junction"", ""22"": ""deg1_benzyl_cap"", ""23"": ""deg2_PI819"", ""24"": ""deg1_benzyl_cap"", ""25"": ""deg4_benzyl_spacer"", ""26"": ""deg1_benzyl_cap"", ""27"": ""deg1_benzyl_cap"", ""28"": ""deg2_PI819"", ""29"": ""deg1_benzyl_cap""}",0.0,random,1.061191675,17.10994243,1.99e-13,3.005871796,0.3218410778789717,1.096531131,1.5989976957364134,3
branch,300,19,0.5,0.5,*CCOC,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,*Cc1ncc(C*)cc1C*,*CCS(=O)(=O)C(C*)(CO*)CO*,*CCOC(C*)CO*,*CCOC(C*)(CO*)CO*,*Cc1c(C*)cc(C*)c(C*)c1,,12,12.0,1.0,1.0,1.0,2.0,1.0,0.0,"[0, 1, 1, 1, 1, 2, 1, 0, 3, 1, 1, 1, 0, 4, 0, 5, 0, 0, 1, 1, 0, 6, 0, 1, 0, 5, 0, 0, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [5, 8], [6, 7], [8, 9], [8, 13], [8, 21], [9, 10], [10, 11], [11, 12], [13, 14], [13, 15], [15, 16], [15, 17], [15, 18], [18, 19], [19, 20], [21, 22], [21, 23], [21, 25], [23, 24], [25, 26], [25, 27], [25, 28], [28, 29]]","{""0"": ""deg1_methoxyethyl_cap"", ""1"": ""deg2_PI819"", ""2"": ""deg2_PI819"", ""3"": ""deg2_PI819"", ""4"": ""deg2_PI819"", ""5"": ""deg3_pyridyl_spacer"", ""6"": ""deg2_PI819"", ""7"": ""deg1_methoxyethyl_cap"", ""8"": ""deg4_sulfone_junction"", ""9"": ""deg2_PI819"", ""10"": ""deg2_PI819"", ""11"": ""deg2_PI819"", ""12"": ""deg1_methoxyethyl_cap"", ""13"": ""deg3_ether_junction"", ""14"": ""deg1_methoxyethyl_cap"", ""15"": ""deg4_ether_junction"", ""16"": ""deg1_methoxyethyl_cap"", ""17"": ""deg1_methoxyethyl_cap"", ""18"": ""deg2_PI819"", ""19"": ""deg2_PI819"", ""20"": ""deg1_methoxyethyl_cap"", ""21"": ""deg4_benzyl_spacer"", ""22"": ""deg1_methoxyethyl_cap"", ""23"": ""deg2_PI819"", ""24"": ""deg1_methoxyethyl_cap"", ""25"": ""deg4_ether_junction"", ""26"": ""deg1_methoxyethyl_cap"", ""27"": ""deg1_methoxyethyl_cap"", ""28"": ""deg2_PI819"", ""29"": ""deg1_methoxyethyl_cap""}",1.0,random,1.069468117,18.43911543,1.99e-13,2.61687317,0.3433291246048762,1.305778952,1.60155501602405,2
star,300,9,0.5,1.0,*CC#N,*Cc1ccncc1C*,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,*CCOC(C*)(CO*)CO*,,,,,4,12.0,13.0,1.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 2, 0, 2, 2, 2, 2, 2, 2, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [8, 16], [8, 23], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29]]","{""0"": ""deg1_cyanoethyl_cap"", ""1"": ""deg2_pyridylmethylene"", ""2"": ""deg2_pyridylmethylene"", ""3"": ""deg2_PI819"", ""4"": ""deg2_PI819"", ""5"": ""deg2_PI819"", ""6"": ""deg2_PI819"", ""7"": ""deg2_PI819"", ""8"": ""deg4_ether_junction"", ""9"": ""deg2_pyridylmethylene"", ""10"": ""deg2_pyridylmethylene"", ""11"": ""deg2_pyridylmethylene"", ""12"": ""deg2_pyridylmethylene"", ""13"": ""deg2_pyridylmethylene"", ""14"": ""deg2_pyridylmethylene"", ""15"": ""deg1_cyanoethyl_cap"", ""16"": ""deg2_pyridylmethylene"", ""17"": ""deg2_pyridylmethylene"", ""18"": ""deg2_pyridylmethylene"", ""19"": ""deg2_pyridylmethylene"", ""20"": ""deg2_PI819"", ""21"": ""deg2_PI819"", ""22"": ""deg1_cyanoethyl_cap"", ""23"": ""deg2_PI819"", ""24"": ""deg2_PI819"", ""25"": ""deg2_PI819"", ""26"": ""deg2_PI819"", ""27"": ""deg2_PI819"", ""28"": ""deg2_PI819"", ""29"": ""deg1_cyanoethyl_cap""}",1.0,block,1.061156868,23.58922927,2e-13,2.962020985,0.4803208201833966,1.180215908,1.6097030047244634,4
star,300,12,0.0,0.5,*Cc1ccccc1,*CCOc1ccc(OCC*)cc1,*CCS(=O)(=O)CC*,*CCOC(=O)C(C*)CO*,,,,,3,25.0,26.0,1.0,0.0,0.0,0.0,0.0,"[0, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 3, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 0, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [18, 37], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [37, 38], [38, 39], [39, 40], [40, 41], [41, 42], [42, 43], [43, 44], [44, 45], [45, 46], [46, 47], [47, 48], [48, 49], [49, 50], [50, 51], [51, 52], [52, 53], [53, 54]]","{""0"": ""deg1_benzyl_cap"", ""1"": ""deg2_phenoxyethyl"", ""2"": ""deg2_sulfone"", ""3"": ""deg2_phenoxyethyl"", ""4"": ""deg2_sulfone"", ""5"": ""deg2_sulfone"", ""6"": ""deg2_phenoxyethyl"", ""7"": ""deg2_sulfone"", ""8"": ""deg2_sulfone"", ""9"": ""deg2_sulfone"", ""10"": ""deg2_phenoxyethyl"", ""11"": ""deg2_phenoxyethyl"", ""12"": ""deg2_sulfone"", ""13"": ""deg2_sulfone"", ""14"": ""deg2_sulfone"", ""15"": ""deg2_phenoxyethyl"", ""16"": ""deg2_sulfone"", ""17"": ""deg2_phenoxyethyl"", ""18"": ""deg3_ester_junction"", ""19"": ""deg2_phenoxyethyl"", ""20"": ""deg2_sulfone"", ""21"": ""deg2_sulfone"", ""22"": ""deg2_sulfone"", ""23"": ""deg2_sulfone"", ""24"": ""deg2_phenoxyethyl"", ""25"": ""deg2_sulfone"", ""26"": ""deg2_phenoxyethyl"", ""27"": ""deg2_phenoxyethyl"", ""28"": ""deg2_sulfone"", ""29"": ""deg2_sulfone"", ""30"": ""deg2_sulfone"", ""31"": ""deg2_phenoxyethyl"", ""32"": ""deg2_phenoxyethyl"", ""33"": ""deg2_sulfone"", ""34"": ""deg2_phenoxyethyl"", ""35"": ""deg2_sulfone"", ""36"": ""deg1_benzyl_cap"", ""37"": ""deg2_phenoxyethyl"", ""38"": ""deg2_phenoxyethyl"", ""39"": ""deg2_sulfone"", ""40"": ""deg2_sulfone"", ""41"": ""deg2_phenoxyethyl"", ""42"": ""deg2_phenoxyethyl"", ""43"": ""deg2_phenoxyethyl"", ""44"": ""deg2_sulfone"", ""45"": ""deg2_phenoxyethyl"", ""46"": ""deg2_phenoxyethyl"", ""47"": ""deg2_sulfone"", ""48"": ""deg2_sulfone"", ""49"": ""deg2_phenoxyethyl"", ""50"": ""deg2_phenoxyethyl"", ""51"": ""deg2_phenoxyethyl"", ""52"": ""deg2_sulfone"", ""53"": ""deg2_phenoxyethyl"", ""54"": ""deg1_benzyl_cap""}",0.0,random,1.150220676,22.22068523,2e-13,2.941694831,0.2978195712059539,1.553924816,1.4138274135229647,2
comb,300,100,0.438596491,0.929824561,*CC#N,*CC(=O)OCC*,*Cc1cc(C*)cc(C*)c1,*CCOc1ccc(OCC*)cc1,,,,,6,26.0,4.0,21.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 2, 3, 0, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 0, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 0, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 3, 3, 3, 3, 3, 3, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [8, 11], [9, 10], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [15, 24], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [29, 38], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37], [38, 39], [39, 40], [40, 41], [41, 42], [42, 43], [42, 50], [43, 44], [44, 45], [45, 46], [46, 47], [47, 48], [48, 49], [50, 51], [51, 52], [52, 53], [53, 54], [54, 55], [55, 56]]","{""8"": ""deg3_benzyl_spacer"", ""15"": ""deg3_benzyl_spacer"", ""29"": ""deg3_benzyl_spacer"", ""42"": ""deg3_benzyl_spacer"", ""1"": ""deg2_ester"", ""2"": ""deg2_ester"", ""3"": ""deg2_ester"", ""4"": ""deg2_ester"", ""5"": ""deg2_ester"", ""6"": ""deg2_ester"", ""7"": ""deg2_ester"", ""11"": ""deg2_ester"", ""12"": ""deg2_ester"", ""13"": ""deg2_ester"", ""14"": ""deg2_ester"", ""24"": ""deg2_ester"", ""25"": ""deg2_ester"", ""26"": ""deg2_ester"", ""27"": ""deg2_ester"", ""28"": ""deg2_ester"", ""38"": ""deg2_ester"", ""39"": ""deg2_ester"", ""40"": ""deg2_ester"", ""41"": ""deg2_ester"", ""43"": ""deg2_ester"", ""44"": ""deg2_ester"", ""45"": ""deg2_ester"", ""46"": ""deg2_ester"", ""47"": ""deg2_ester"", ""48"": ""deg2_ester"", ""9"": ""deg2_phenoxyethyl"", ""16"": ""deg2_phenoxyethyl"", ""17"": ""deg2_phenoxyethyl"", ""18"": ""deg2_phenoxyethyl"", ""19"": ""deg2_phenoxyethyl"", ""20"": ""deg2_phenoxyethyl"", ""21"": ""deg2_phenoxyethyl"", ""22"": ""deg2_phenoxyethyl"", ""30"": ""deg2_phenoxyethyl"", ""31"": ""deg2_phenoxyethyl"", ""32"": ""deg2_phenoxyethyl"", ""33"": ""deg2_phenoxyethyl"", ""34"": ""deg2_phenoxyethyl"", ""35"": ""deg2_phenoxyethyl"", ""36"": ""deg2_phenoxyethyl"", ""50"": ""deg2_phenoxyethyl"", ""51"": ""deg2_phenoxyethyl"", ""52"": ""deg2_phenoxyethyl"", ""53"": ""deg2_phenoxyethyl"", ""54"": ""deg2_phenoxyethyl"", ""55"": ""deg2_phenoxyethyl"", ""0"": ""deg1_cyanoethyl_cap"", ""10"": ""deg1_cyanoethyl_cap"", ""23"": ""deg1_cyanoethyl_cap"", ""37"": ""deg1_cyanoethyl_cap"", ""49"": ""deg1_cyanoethyl_cap"", ""56"": ""deg1_cyanoethyl_cap""}",0.0,junction_enriched,1.106761303,20.38965488,2.03e-13,2.584345113,0.2853185579753638,1.837853361,1.4012144794809256,2
star,300,9,0.5,0.0,*Cc1ccccc1,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,*CCS(=O)(=O)CC*,C(*)(*)(*)*,,,,,4,13.0,12.0,1.0,0.0,0.0,0.0,0.0,"[0, 1, 2, 2, 2, 2, 1, 2, 3, 1, 2, 1, 1, 1, 2, 0, 2, 1, 1, 1, 2, 1, 0, 2, 2, 2, 1, 1, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [8, 16], [8, 23], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29]]","{""0"": ""deg1_benzyl_cap"", ""1"": ""deg2_PI819"", ""2"": ""deg2_sulfone"", ""3"": ""deg2_sulfone"", ""4"": ""deg2_sulfone"", ""5"": ""deg2_sulfone"", ""6"": ""deg2_PI819"", ""7"": ""deg2_sulfone"", ""8"": ""deg4_aliphatic"", ""9"": ""deg2_PI819"", ""10"": ""deg2_sulfone"", ""11"": ""deg2_PI819"", ""12"": ""deg2_PI819"", ""13"": ""deg2_PI819"", ""14"": ""deg2_sulfone"", ""15"": ""deg1_benzyl_cap"", ""16"": ""deg2_sulfone"", ""17"": ""deg2_PI819"", ""18"": ""deg2_PI819"", ""19"": ""deg2_PI819"", ""20"": ""deg2_sulfone"", ""21"": ""deg2_PI819"", ""22"": ""deg1_benzyl_cap"", ""23"": ""deg2_sulfone"", ""24"": ""deg2_sulfone"", ""25"": ""deg2_sulfone"", ""26"": ""deg2_PI819"", ""27"": ""deg2_PI819"", ""28"": ""deg2_PI819"", ""29"": ""deg1_benzyl_cap""}",1.0,random,1.084528376,22.32046212,2.07e-13,2.812797424,0.4131670852472822,1.232257818,1.599418031670128,1
cyclic,300,5,0.0,0.5,*CCOc1ccc(OCC*)cc1,*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,,,,,,,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[[0, 1], [0, 39], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [29, 30], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37], [37, 38], [38, 39]]","{""0"": ""deg2_phenoxyethyl"", ""1"": ""deg2_PI569"", ""2"": ""deg2_phenoxyethyl"", ""3"": ""deg2_PI569"", ""4"": ""deg2_phenoxyethyl"", ""5"": ""deg2_PI569"", ""6"": ""deg2_phenoxyethyl"", ""7"": ""deg2_PI569"", ""8"": ""deg2_phenoxyethyl"", ""9"": ""deg2_PI569"", ""10"": ""deg2_phenoxyethyl"", ""11"": ""deg2_PI569"", ""12"": ""deg2_phenoxyethyl"", ""13"": ""deg2_PI569"", ""14"": ""deg2_phenoxyethyl"", ""15"": ""deg2_PI569"", ""16"": ""deg2_phenoxyethyl"", ""17"": ""deg2_PI569"", ""18"": ""deg2_phenoxyethyl"", ""19"": ""deg2_PI569"", ""20"": ""deg2_phenoxyethyl"", ""21"": ""deg2_PI569"", ""22"": ""deg2_phenoxyethyl"", ""23"": ""deg2_PI569"", ""24"": ""deg2_phenoxyethyl"", ""25"": ""deg2_PI569"", ""26"": ""deg2_phenoxyethyl"", ""27"": ""deg2_PI569"", ""28"": ""deg2_phenoxyethyl"", ""29"": ""deg2_PI569"", ""30"": ""deg2_phenoxyethyl"", ""31"": ""deg2_PI569"", ""32"": ""deg2_phenoxyethyl"", ""33"": ""deg2_PI569"", ""34"": ""deg2_phenoxyethyl"", ""35"": ""deg2_PI569"", ""36"": ""deg2_phenoxyethyl"", ""37"": ""deg2_PI569"", ""38"": ""deg2_phenoxyethyl"", ""39"": ""deg2_PI569""}",0.0,alternating,1.156781687,22.5527699,2.08e-13,4.449978964,0.1596885519096567,1.393378967,1.4930168141613784,1
star,300,11,1.0,1.0,*CC#N,*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,*Cc1c(C*)cc(C*)c(C*)c1,,,,,,4,35.0,1.0,0.0,0.0,0.0,0.0,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [10, 20], [10, 30], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29], [30, 31], [31, 32], [32, 33], [33, 34], [34, 35], [35, 36], [36, 37], [37, 38], [38, 39]]","{""0"": ""deg1_cyanoethyl_cap"", ""1"": ""deg2_PI569"", ""2"": ""deg2_PI569"", ""3"": ""deg2_PI569"", ""4"": ""deg2_PI569"", ""5"": ""deg2_PI569"", ""6"": ""deg2_PI569"", ""7"": ""deg2_PI569"", ""8"": ""deg2_PI569"", ""9"": ""deg2_PI569"", ""10"": ""deg4_benzyl_spacer"", ""11"": ""deg2_PI569"", ""12"": ""deg2_PI569"", ""13"": ""deg2_PI569"", ""14"": ""deg2_PI569"", ""15"": ""deg2_PI569"", ""16"": ""deg2_PI569"", ""17"": ""deg2_PI569"", ""18"": ""deg2_PI569"", ""19"": ""deg1_cyanoethyl_cap"", ""20"": ""deg2_PI569"", ""21"": ""deg2_PI569"", ""22"": ""deg2_PI569"", ""23"": ""deg2_PI569"", ""24"": ""deg2_PI569"", ""25"": ""deg2_PI569"", ""26"": ""deg2_PI569"", ""27"": ""deg2_PI569"", ""28"": ""deg2_PI569"", ""29"": ""deg1_cyanoethyl_cap"", ""30"": ""deg2_PI569"", ""31"": ""deg2_PI569"", ""32"": ""deg2_PI569"", ""33"": ""deg2_PI569"", ""34"": ""deg2_PI569"", ""35"": ""deg2_PI569"", ""36"": ""deg2_PI569"", ""37"": ""deg2_PI569"", ""38"": ""deg2_PI569"", ""39"": ""deg1_cyanoethyl_cap""}",2.0,alternating,1.199964826,21.02959919,2.08e-13,3.298345155,0.4593169396323654,1.324462277,1.5183670439791714,1
star,300,8,0.5,1.0,*CCOC,*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,*c1cc(CCCC)c(*)s1,*CCOC(C*)CO*,,,,,3,13.0,13.0,1.0,0.0,0.0,0.0,0.0,"[0, 1, 2, 2, 1, 2, 1, 1, 2, 1, 3, 1, 2, 2, 1, 2, 2, 2, 1, 0, 2, 1, 1, 1, 2, 1, 1, 2, 2, 0]","[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [10, 20], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [20, 21], [21, 22], [22, 23], [23, 24], [24, 25], [25, 26], [26, 27], [27, 28], [28, 29]]","{""0"": ""deg1_methoxyethyl_cap"", ""1"": ""deg2_PI819"", ""2"": ""deg2_PI919"", ""3"": ""deg2_PI919"", ""4"": ""deg2_PI819"", ""5"": ""deg2_PI919"", ""6"": ""deg2_PI819"", ""7"": ""deg2_PI819"", ""8"": ""deg2_PI919"", ""9"": ""deg2_PI819"", ""10"": ""deg3_ether_junction"", ""11"": ""deg2_PI819"", ""12"": ""deg2_PI919"", ""13"": ""deg2_PI919"", ""14"": ""deg2_PI819"", ""15"": ""deg2_PI919"", ""16"": ""deg2_PI919"", ""17"": ""deg2_PI919"", ""18"": ""deg2_PI819"", ""19"": ""deg1_methoxyethyl_cap"", ""20"": ""deg2_PI919"", ""21"": ""deg2_PI819"", ""22"": ""deg2_PI819"", ""23"": ""deg2_PI819"", ""24"": ""deg2_PI919"", ""25"": ""deg2_PI819"", ""26"": ""deg2_PI819"", ""27"": ""deg2_PI919"", ""28"": ""deg2_PI919"", ""29"": ""deg1_methoxyethyl_cap""}",2.0,random,1.052112491,20.31723648,2.1e-13,2.888505629,0.2715700976549698,1.107671845,1.5923920260221698,4
