row_idx,group_id,stratum,fold
62,0fb1ed29e21a957adc19255745aa378909452b38124cf96713749be241126b49,cyclic|T300,3
63,b3ecb1af8e85dd5fcc0c939a8710a458bb3c6c73e9298c46b29f4e55ef6aa33e,comb|T300,4
64,dbd57e71f83c78e212d452bbfc5c3e10f55c14859b819956cf1a68452fe8fa76,branch|T300,4
65,098d18228d027493fedc1593b938ac7e91c0ce7d6528b552a1ef384cf0641b4a,cyclic|T300,2
66,1de0420ae125044bb8401f2fe26b1a300a00f4be41840e959c0e0eb59e57784d,star|T300,4
67,04336aefb3b777b864239f7f7b506043b3e94b0e3e321fe7f64f856e276dd6dc,star|T300,1
68,4fe4e2e8203e519adecf5400ce6e351caa7b2be8df27776644a413bde9e57e08,linear|T300,1
69,f26672bc60f70a97c2e92703f457d93c358c819fc370360d6065376d64b03d3c,star|T300,0
70,9ff1766a884134ef3a80d41f12e995f60a55204d72f59f516446bd79eb622573,star|T300,2
71,7d9dc7bd84dea8e45d69d93b9e35d49f4efdf1111e3d651ae8448851df71d178,star|T300,1
72,d0b2e159af08f1f22d1861690e1aa2decefe70626629f93528b6f523c1fc6999,star|T300,2
73,37fe2b018af7a281486df99d266cf781639a3e0dd5835d51d053a12a7ceaf3c7,cyclic|T300,2
74,72a3691217903ace176aa86f2e749d22989c28f4e9a5808c5336061d0089238a,linear|T300,4
75,1c481da343be7879f8940e18435aa638452bd7359ba84ae828cfbb30eea9d99b,linear|T300,1
76,e33e8f4a43e7b2523bf2f63cd8fcab009b702b0c18542bc82919019a90cc5c12,star|T300,3
77,9e6ae291498cee498bcb0cfed6ca7145e959f83f6495faa1866846bd38ebdb45,star|T300,4
78,a399036bcbd49129bee6f913175a2bde89cbbb51bd5fda8635561829be35f96d,linear|T300,1
79,24610f6f570e62b229ca2aae453f6429fef8c4adfa85a1c8139a264efb5cd099,star|T300,0
80,eb25e746c1c86fe7349b8b2e6d2e95b1f1a96f83cc767ba4b30791a16b4d1b09,cyclic|T300,0
81,c3c82b8dd66801b35c513ad0440608c928964c17eafc0a6eaad33d32350c2fb3,linear|T300,1
82,305073476b29b92748cceca9dc3e2781aa6d9b1fcb431e07031bca92749a4561,cyclic|T300,3
83,56cac948f14570b122138eaa8bfc713772f9e097bf27c3916b905e04ef2a2e88,branch|T300,2
84,8c5e0bd46ea37fae0a372f3b2d8c6715ff55af5d04c0229fe214fc3c5a5f66c5,cyclic|T300,1
85,4b315c1576da7334ebca257f464d71fb3a1c5a87bf00478f83bf2924c1456701,cyclic|T300,1
86,665d08c2f13fbab724abcc7e9d33e7cbf55ff0cb970d75c92179f85842ed8de0,star|T300,2
87,65083b125bb1ee2f9faa7c7a455ce3eb5df8e18906a853b3d242162456a0a803,star|T300,0
88,fc5a507732eda253580bb601c09a92b590649d6805208fa60afb7bfd88abd4b3,star|T300,2
89,a82843aa5144db4d8b0afa6b1097b2d13e1237c11ff7fda0145282ff4e923bbf,star|T300,2
90,2c567213c2ffe9164673401938b76126d4407e2bbb71ab8b4b8f48163d7fe805,star|T300,0
91,f2c2dfe271365af9d1ae0063c49ef6d1a847bc74d90fa1b593e6cd7b60aee783,star|T300,4
92,b01fd25d328f82279b31ba33a310b1e0cc3eaa1649036588f15380ba03c0d4fd,cyclic|T300,3
93,687d3d92f0f70e7f23a163a1769759d9f8f255bc58f3f2b279da6dc8a31a02fe,star|T300,0
94,14cfd33044267f12ea7a28031ea20705ae9a64434b853e3d13358e738544b1ba,cyclic|T300,0
95,13385b910c61c3d1a9e547acae1a7cafaf1f14e6a72fadf0f2bf193e42f3ddad,comb|T300,1
96,1bf775b7b0d8a4828cf2208cb76957847d7f42f3715277ea0aeace7c7ffab611,linear|T300,3
97,081f4a8244910a5c7c8dc98829836e854efec6a3614f67a3d310ffd3eca30bfe,linear|T300,3
98,de6028fe214912747c22e9a8766152dea1283749bfde929dc86a9255259e148c,linear|T300,0
99,0d732577b0fbab9b266e84ab17bf04d2f37c43d010939e00dbb1c8482dfee063,cyclic|T300,0
100,4c8a092105c6091b9b3fe01a8a944470c32fdafde8998cb770ba185d4581955e,star|T300,4
101,bd0418c09f4f440816e79fc72b3f3148eddf6815a00be21dbb0908c6f9f54b80,star|T300,1
102,edc68f42b66258341195ec2c189cd12ca2897f26db6b93b1d78eb50bfe650a22,linear|T300,3
103,78b594a4337e43ea46aa9307157776ec699d77939fced24dc63b1d544ba78fa8,branch|T300,4
104,a479af17413942b58952e99c0b0da306a50062945f38c7248ec49ab1c03bd93b,linear|T300,4
105,13372a162b7785aca7d63020b92492d872175f9b76689355361a5db125729b80,linear|T300,1
106,a458cd91b195676a8a1ba223b4fb81a402235c8478be656e9aad9801808c0b44,linear|T300,3
107,7fb7c1016cd2c227b10c41d732c71f2895ff840896d7cc6b609ae453d3ac49bb,star|T300,2
108,9fd7a5a3279b1d6af74ab95a08b0512002ba97e55228f2ecc64d71b23a76bbc1,comb|T300,0
109,7fa83903d37b33388bc3404bd795112509946b7bcc3ba72f50474bb051079b76,linear|T300,0
110,631813a9c909a41d4b077744673c2e1b90752a8c29777bf00d423e6ae04cb1f5,star|T300,3
111,022db2073ebbad793e015e0819cf75b9fcb7a81007a30d50d3bb0cfc53e677f0,cyclic|T300,2
112,9d4db7c2aeb1c908231cb071d7049675e36f76b123bc22af39c1d74a6c93a19d,linear|T300,0
113,7ef1884b0efe40d5b28c780ca9648c484f8c86b68e5b39f87ca980d85f5f39af,cyclic|T300,4
114,0aad3652430cd47b208206cb20fb3862f1f121a49f4062e1a7c00da40b39efa6,cyclic|T300,4
115,2cd73c4ea12ccbf4049af8db464cf0a34ffd35e5d569460f671b3e45c22a0d6f,cyclic|T300,2
116,4e7a2929d522b31ccf3324f410df722fcfef7cf7808b1375a65c7043956a6c0b,star|T300,3
117,8ce33b7975bd7fc3c3728b84e5eda8433a4126453d1d2f97a818794e5c8f64c5,star|T300,3
118,26418cfd7afe4367d6c9772e445026520aea3b4f6afcb1b1ac94940e6d90055c,branch|T300,1
119,25684a2fcc6b6234b06cdb12ac872d5c82f10fe677477fb8af22ae906a28ffe3,star|T300,1
120,b5dfe06c2079ec81ee9af96a5713a77bd0db27e485507458a723d707ad0ea381,cyclic|T300,1
121,c73ed97770dd17207141b0056cab86db4bd2d542cf7997d2de7d3a2d2486e61b,star|T300,2
122,981dc8949678c8b04b0b97b578a0c062941208abfcdc5ab777b9ea2abb312a46,cyclic|T300,2
123,67c1d92c1ca7476601a6fb35e614f1d6435aad72b07da96483c2dcbe9600b5e5,cyclic|T300,3
124,8f8b9d856a51ed207a209d8c55d4c58a511ee63f6f336fd4ef6252152142bd58,cyclic|T300,0
125,01a32146d08f17a1319ed50b2d6b54ad83bed1b71feba274ba8a5006c737c61b,star|T300,3
126,1965a85447b258e9a502f4d26a1f3635ad3cb31e15c51401be4140a72aeecf03,star|T300,3
127,2bd5cfa2fdbbdbc7a36e8cac3d3739fa58fabebf34cf319bb3ca45d8269fa58b,linear|T300,4
128,62be4d01714afc689e1c6d658705a96342ecd6255680b6690a5e684814a8f834,linear|T300,3
129,1176e337ed4a02cc4e26a0ecfd3d1d99721071dbe5891658bff3d07cb6124c90,linear|T300,2
130,fb2b4510ff96732ad55d1164326806ea74aca50fdd379bb480be4d8ae334a98c,linear|T300,3
131,63515d24140f0b8facd55228789fc7a539bc75edacd7436a7b6db5cb89ad023a,cyclic|T300,3
132,370ce186e7fc5dd5834f180345d2ef3023201a7bb81e88784358f2bddf970058,star|T300,4
133,916fdeb7bcc114d2b9ae0762b40229992c467170efd65bf030294d02c748eb8b,branch|T300,3
134,971b69ea42cd6c8a49d2acf523c7df6897f536e7f63bfc0799901c782fb072a2,comb|T300,1
135,3e8d24f158d738eb25564949b6d672874fcf3dfe5a88c301158f59a75b7cac03,linear|T300,2
136,b0dcd3797753c75012f74e6578d8e0a784028d09447efb39c206ea131da37234,star|T300,0
137,2292c4a86adcc7f328eb123c0ce5b82c9df90e3e02c7841e0a9be8bacf6be09b,linear|T300,3
138,30e4ae1ba00fdf45409cd25e72bfb44885790192efd073f2b11356f8efdc1e58,cyclic|T300,0
139,369785eab7bf4ed18042bd328705fdde20b185b6635e17ddff43d990cfdf9b9c,cyclic|T300,1
140,2cbcbb6a1d74ca5a231d155f09d9bb874dd5009c5a912fbb8ff5be0b30d2d18a,cyclic|T300,1
141,a68b7c91e20bba28291f5b16dcfdd11bf0722579bafabe2d9aa3c6eeaa248123,star|T300,4
142,6be207dd459f859063fd29f724763b5efeec54331594677acb89f68360aad760,linear|T300,3
143,33821130704ed412a00fcaf4b6d34983c8a9f757c307e0877a54da0a1a747039,cyclic|T300,4
144,5935410d14cb6e348e8f18b820e9ee7312d1816ea3b643a43491450fa537134f,linear|T300,0
145,5bd0a4544b06766be03bbba33029378ef82558fb638bd42f72f0427aee3e59c7,cyclic|T300,1
146,2e96f01be18f0d46b62e8bbf0d0e2ac793f05c2d587292e3368d086da690ba8a,linear|T300,4
147,d1f129b508894d5deb3dc90d344fe3fd3ed6357b080d95e0f76f72e4cfa9d395,branch|T300,4
148,614bb8fb2d84fc8e31cadc9c81460fc45ce65f3e50d93743bcdabb6636f81916,cyclic|T300,3
149,e08f4bf8b439ac9b266435d18229010c5d87ff7a517b02071a4169c9ed8c1723,cyclic|T300,2
150,3732856c634b5b9f6b34fda7ee901d94feaa433815abd39aa32b4666e9c84d87,star|T300,4
151,acefeedf55a6e95993cd6a1c77c1a7f1bcb64f37ca77285d83a736759bc41e09,star|T300,0
152,76950855c0e43f56ff7f788ba3e55e9e229e202a03a373f71790ab82b4aac3f7,star|T300,3
153,302a7bbe35334cd58a7b2d86548ccd29777d147e9867744a6669605357f50ee1,comb|T300,1
154,36c399b8faf7d2831fc6adfbb8ccb035b6299c0fca7511a31e3727b9049271be,cyclic|T300,1
155,ecd83af642c5c3ec851af2f4e70b4a8de8202f67b79216bc57f569ad50e8d1d3,branch|T300,0
156,09ad77b82c6cdc8f8652e4e34a0dc44772e3accc2799edc5a29abdfb92700c01,linear|T300,2
157,784af4b48ad5ed0d97ef06cd8daf518f2e1cb23c2ecc6708f35674f18eda4a93,cyclic|T300,3
158,f3f1fd8aeb01876cd185f2060fcbffb7e23d92a0b246ae864f945db3d163a6ef,star|T300,1
159,98327f28887db4ec61a88cfb8e2d287ed826832266369a7041d0f89a99358afd,branch|T300,3
160,a9e25a98404b89d9402d2ccc1b1e38f2c55a8c566da367ae302286e9c83dde81,branch|T300,2
161,f8c88da588570fd6c0c2fd3b6dc3d4cb833dc2a245fc41dccd87cf24e72b53de,star|T300,4
162,4e5b3143f19240df118714c6081991572ba1dba57845e8d957c025000a700641,star|T300,2
163,1a001ddc2ebead50c2b81979f690aa75813d6bdaafb7c571eab94b4039a72a00,comb|T300,2
164,f36c39e7291a023e6ad542a24023ef987895caa93090c6426ad167c68088604a,star|T300,1
165,9827994f2f93584d48c0baaf48586fde8409073f9c28e2c15232d3a25880761b,cyclic|T300,1
166,d15de3c369cbcc6132768a6a7e54e6478dab78536997aa3f33270a886bd498d1,star|T300,1
167,85a0c165bffff6e84adba180e34893710bef7739f9fa6df7a68a998bfc7263b6,star|T300,4
168,acf07888a2451d3eaa93a388f75bd3c2be4c731e9f48399f513022fe6f0a2743,cyclic|T300,4
169,9ae83877d46db637dba75cec25b97e2f885ca89a8c593e17084b6a3a99c4a297,linear|T300,1
170,253e87d76bbec33dc595e58af1ab9394d6a37e125fa1363453cebaa822d8f02f,cyclic|T300,3
171,508e47332d66af79bf4258af2b031854f60cfe01da558dc4dfef531218121512,linear|T300,0
172,27214611113f7e9676c53cb9f0579053f8fcad2fcfaa6614684616cd10e76500,star|T300,4
173,195290e96a04eb692bba84892bacdfae381c048be41c6bca43cca92d5f7d2024,cyclic|T300,4
174,4720f7050ba788ead627a7ac37f1eccca99db24963435330d62453b1ddf47712,cyclic|T300,3
175,911654b3e6b25ca03c687c2c5a9ac21a1f9f99af94d9ab571b0562d939fc50c1,star|T300,0
176,e721f7c6331a0f44d12edf34837daf4baccce64a03caa0a11b825a87943c76f5,comb|T300,0
177,979bfee12cb6ccc99b01b26287c0c9291513c3653fe0422f347de494fab0bf13,linear|T300,0
178,0d23834474b1232c0b913dfaea1a1acc5708a304ef34c68754cc08a8f75e9ab0,linear|T300,4
179,d4c3f8e4b210b7d703485f5d883c4bb0de2c51e0dae1da2854945d2b09133138,star|T300,2
180,8e375938fe338c68fe99e30f1f2c36cd9fc30463801bc4125848994d3a0263b0,linear|T300,1
181,eb5114e3398849016925e89f42ea5eaef09d40766ffcf71aca973c2d87a70a35,cyclic|T300,1
182,dc9f0dff3c0b304c1350583d6f0ad90d62fff9cd2549bd5f5a4fd64095e53da9,cyclic|T300,4
183,15237996142cc9d871dd0ccc9fc61454a916cc00e136812fe285847a6aafed4a,cyclic|T300,0
184,0e1bf830e4065d5ea4c9d7cb7999e8900c434d503c319fc0429a13d197c687ab,cyclic|T300,0
185,d2e561fb84c0597a0841552ef02188a9a78b07cb994d39be9fb043228449088f,star|T300,2
186,d551b2b15946125d27b2fc036bc8672566010d19bccebcb11750b3c0e4775cbd,star|T300,0
187,e2bc34270e4fdde961610d11464fb16f1af495acb65467703b8ff6ac99472eca,linear|T300,3
188,2e015afcab699043f3c1e2e3cd23a2508b263fbee5e34c2d1cfbc4751b3f3985,cyclic|T300,3
189,ab1701b9b7337886d0baac804b98a0343b7f09345597271eb041dfe1faf7d36a,comb|T300,3
190,4fddb4ed8539d711f1af1cbb3feffb4b024c089e417271a05fdb1cbd12706957,cyclic|T300,0
191,af761449943a8e4462df15c0bff338058958c923d412341dd78d97018c81fbe6,cyclic|T300,1
192,0382758c3d52a70fd7baaae10d5ebd67a31056e0c8b3134fafdc2dff826b4a3a,branch|T300,3
193,1863e4244f650661bc15b52efcc527d4868ade6c47c1309275a21bcd99653a07,star|T300,1
194,ed94f7afa62e58713cc53d68c70130f572c8a8f9fa8295b2f6a13a653bc5bd5a,star|T300,4
195,4ff33e501afdfd03f28c04e23de4b155db2dc91368272466b9ecb010b7ba62d7,star|T300,2
196,fe9e81095be3d9d82697d0d60e7bcdd0a615dcded088b51637f88200b6aafde3,cyclic|T300,0
197,a9a7c8dfa5c57df1d0dc1cc8cd3eb5050be90f9bb6a947a253112b4952e28fa1,linear|T300,3
198,ffacf85aa11be8a436589247c7a626a3c22975509fe312db64a8fa98d7d37497,cyclic|T300,2
199,48bddcf82f1f66c97e392010973610897649977c7033db9d8de3528e06049024,linear|T300,3
200,f28c7339e60704d91d6736fa9b6bd3ddaa6f0c7f8dc687bd9aee75bc2988117c,cyclic|T300,4
201,f87ced0d2ff54cc56432aec0f0b7add93172983460270dde2548bd2ae9a6fd5a,linear|T300,1
202,ee1fb63dbee5d9a6395986d98105211b6d14676df4d13f32d773ac1d43f952f0,cyclic|T300,1
203,c953df1626c6c93df5176aa0605cc09bce24c1bcee70cc91bba6efa328874763,comb|T300,2
204,4015dd9f6cd0b4c6595937b7fb4d9b45ff8a74bcb8c7f8d3f9c5231774a19583,linear|T300,2
205,cc3315e4acf8852b28188b9cad9dfcc9ef269efed44867bbc6dbe4e6aeb8a124,cyclic|T300,4
206,3b1f9ce5a434149fd552ebefff3b6389bffcb5d6694fb094e4304ed2b3b206f4,cyclic|T300,4
207,3d23d14df1ad2887fc949f43e550b8bf935c6ddd0513158529fde4a6c86e71a5,star|T300,3
208,71dcd36d279d21941e583adf8a0f98184ea2714aa2250ccd859e0d238a7a7f0c,star|T300,4
209,a34cb4a5028cb8848cb3593d68513a6b8bcde8ec917c7fb7195b58273d9bb414,star|T300,3
210,aa52dbf065ff5a20de45203108d39b2d5a03d99569d591c21d680ef242743729,linear|T300,4
211,d1b87a8fc185b84ee0ead31b9b4581203dfd378c8cac0c4348a305e1ff3514b7,cyclic|T300,1
212,41115f9dd522386f43135870d582362e5df4b904dddb029f52b1bce9ca803356,cyclic|T300,4
213,aef57f3e3276994815df4d6a10757ad79cc36a2550a6a9d7b3af342673a288d3,star|T300,3
214,f18e4632da1e95ab50130b17beb0d2f52d93d897ceec53c2338ec3c2e474ddff,linear|T300,0
215,5c047f8c942b2a6b7929707fbcb7fe7e6dda2c9a36b2b68de061f2e78ed8e61e,star|T300,0
216,cc16ea7f444f5442fbfaa53f6747075ab067bf549b6e782c9fc46531b4017f0f,linear|T300,0
217,ad566d28dfb8fad811f2de654e1118a9fbe71e04dc97e35fab976bb2a65d3b0f,branch|T300,0
218,d17e127939ad4b0bc0f0c847fb46f298c36c0024891fe7a044acbcd9eef25cdf,star|T300,3
219,eb0de668877201cff44e05cc5c873b1856f78b73f1a10a3977bbd55b6c47a00e,linear|T300,0
220,8995abf571e14f9d40da8fdc7c5e47ae5aade58ae2c2c7b05fe4dfefe372d1d3,linear|T300,0
221,f2e126e54feb53d052d91ebca1fbc0d6ce4dc680070907a9212d3c0673f5f9d5,cyclic|T300,0
222,ecf54a93373b98e7d69c7ccc59d0e677972412bdb54499ba9be7c51109824578,linear|T300,4
223,18aed42e3a3775c02892d0d6c7e4741252cb039d8597f1493c9e546b4c25f0c1,linear|T300,2
224,058f00da0e8a0c98e23baf9b84ba0b2ca3f8d9068fdfd5f3482c4c463955d474,branch|T300,0
225,c6288bba6fb53d99e8d740f533529093ed4f6c7014d48ef9c453f98f019748f2,linear|T300,2
226,4001b2c0c161adf45299e8e85e5d814c7c5ebc8fedd10106d34e588686970528,cyclic|T300,2
227,89a957025dd515c7965cd2e1c29337ac4df9b4301571cdcbded86d914134096d,linear|T300,2
228,df00bdeb41539e362b239dcd2a37b51f963cfd615349230f4931e667ab720a39,star|T300,3
229,402650393a7398eb61cffe45cbeaabab50130b02d35e7299eaac9a43a23601af,star|T300,2
230,7fa5e33dff023c316bdd53adb2dbfacd0c0bc7a6b64c567b0966cc93520253a2,cyclic|T300,1
231,16dbfc758cde57463973395989c2eb54a3057cba3fb69059730dc5ec07fcbbd5,cyclic|T300,4
232,43c2b289f20f6a44d6426f01d8a8b103a1bdf2a19f58e6cacc622ef115ba21d2,star|T300,3
233,4ef41109682af62b23227df7b2e203781ddf338209cc2488c870a33a456e3d57,linear|T300,1
234,3aa5c9f518e581969dc7021b4b1711090805eea1ce3091cb397dfdce89c8d5ee,star|T300,1
235,b8b94515b758068c894fd84411c41512b6dcd3322e34b784defaefbd5cfdc2ad,cyclic|T300,2
236,7a27da3a9c623e132e280a77d78c9483d1bd31a0f3e7f1e397a3756549e30d06,branch|T300,1
237,771a769003abbe33b9e5675d570cab8a184f32bc44c874e92dae9f0e5ea0eeb8,branch|T300,2
238,4df659088e80de52e3d1006316946bee429e5e099e00ab56a5abc831385af09c,cyclic|T300,4
239,87c0e91e3fe746b8c1ddcd1fce306a6d88829c697dbc9af4096b1a7c495bb832,cyclic|T300,4
240,6983e18f65739b5ff5100d14d37f15a7603cd402c762ede098b1be64ec3a519f,linear|T300,4
241,4e3b3131635f823bbb247a77c3eb9f4fa508bf09a7476d30bd12f579d6659fb7,star|T300,4
242,201703e4350393042eb4782f773479b69fa26bc1ad739365176d8db3c2cf0304,cyclic|T300,2
243,5741ea570d2b6e170abda0747771b2db8035524f530b7a658afb1cb7633de100,linear|T300,3
244,8c6d470a072b35b84668d313a5416ee6d0712188d8da140d59316d1b3a713a86,linear|T300,3
245,ab0d8be0729409aa02de011960642a618d459528dfb22b0e1dc7e6fe50bb859f,linear|T300,3
246,253576ff73b84511f08318e5a8a86fd518943b15ab66ac059719d7476ffb9f1f,star|T300,3
247,bac0c69e5fc68179ee7ffc5ac3af1c19e6e0189fbbb695e884c54bef7b8347f4,branch|T300,3
248,e80426217e09772cf9eef8d57166c17ca584d8a5823ef7544a8959345d0f5645,cyclic|T300,2
249,ffa086d0533b2e12510630b10f059c9cde8dd1bc7968b1b85700eebd08f54695,cyclic|T300,3
250,830c68fa52a90f3c6d0784ea451dab219dbab848eeb1113d546a5ce0ab266737,star|T300,2
251,84137c853718d33fe27f6a2d58cb1d285d9ec59003b0222b16e42f72cf7d6333,cyclic|T300,3
252,165ad3521d6906312dada9a7453f15bbb4ec22b9a997afffac0b050f4c9f0f22,star|T300,1
253,d60daa42f47d142d7eb01fa38617e0bc5e7aaea62d2d27e2aee1e56d754e8363,linear|T300,0
254,6c6793bd05842aa2f64cb25fbf47fed6ca6e7634ec4db4a8f11524dac7babb87,linear|T300,3
255,f4bbf0ee9c86f9f69a5cab0c58a2be1cddd8f05e3c9ca85ea09ed6a6d69ef12e,branch|T300,2
256,69a433864c57ad140d0ff6bb6cccce98fb7e5c191b04a622b6fc52e045b11a50,star|T300,0
257,1679d790497ce2b8a314c8243cf0ef414c5f6d2d447d0d44885e7d964721dbbd,linear|T300,3
258,b4dab563091e4005158b51dd72fa12e0de55dd382259cdb46177de6e7ab70cc9,cyclic|T300,1
259,d448abcf7d31a5c34f6532adf373d98f6e290209f2ca7569f1c900f933777e04,star|T300,1
260,88144d1de90a9888a41db87170e24f35993c79ba8907cc8e730ee9cdbadd7045,cyclic|T300,0
261,e5e12826727cc468a53afdabddb0df166bd9c2b8020bf604376886a069673b6e,star|T300,2
262,716828cdc0bf4da45a338b7ced59110929e6240545209dca256f245c2da42211,branch|T300,2
